1654717649.780,0.025536,-0.068267,0.024459,
1654717649.784,0.023063,-0.125251,0.025082,
1654717649.788,-0.086310,-0.131494,-0.055853,
1654717649.792,-0.109350,-0.125721,0.006580,
1654717649.796,-0.029790,-0.065933,-0.004926,
1654717649.800,0.011121,0.022987,-0.040635,
1654717649.804,0.068276,0.008627,-0.034794,
1654717649.808,0.081733,-0.044902,-0.067988,
1654717649.812,0.038521,0.032362,0.005297,
1654717649.816,-0.039533,0.062485,0.040830,
1654717649.820,-0.093785,0.050028,0.060461,
1654717649.824,-0.080062,0.026130,0.062542,
1654717649.828,-0.059462,-0.071756,0.050646,
1654717649.832,0.016277,-0.003574,0.043558,
1654717649.836,0.036373,0.087225,-0.028732,
1654717649.840,0.009007,0.053708,0.030865,
1654717649.844,0.016888,0.035628,0.049620,
1654717649.848,0.000029,-0.021954,0.075748,
1654717649.852,0.013665,-0.032628,0.183419,
1654717649.856,-0.014278,0.008141,0.091583,
1654717649.860,-0.061388,0.039965,0.052783,
1654717649.864,-0.052434,0.081016,0.053203,
1654717649.868,-0.095042,0.041955,0.009992,
1654717649.872,-0.168036,0.002252,-0.009577,
1654717649.876,-0.128071,0.032561,-0.094200,
1654717649.880,0.008047,0.062986,-0.092826,
1654717649.884,0.056630,-0.011022,-0.029976,
1654717649.888,0.047208,-0.114889,0.050308,
1654717649.892,0.077945,-0.038779,0.034222,
1654717649.896,0.081437,0.046384,-0.153694,
1654717649.900,0.045570,0.043884,-0.203456,
1654717649.904,-0.011608,0.041939,-0.121602,
1654717649.908,-0.071714,0.012856,-0.126995,
1654717649.912,-0.095486,0.002197,-0.092643,
1654717649.916,-0.020460,-0.024501,0.025064,
1654717649.920,0.060342,-0.053917,0.032736,
1654717649.924,0.006322,-0.048301,0.014145,
1654717649.928,-0.024025,0.005965,0.018020,
1654717649.932,0.014969,0.108075,-0.006604,
1654717649.936,0.041388,0.109910,0.011983,
1654717649.940,0.064102,0.049046,-0.008212,
1654717649.944,0.025232,0.031616,-0.058024,
1654717649.948,-0.003183,0.040973,-0.040913,
1654717649.952,0.035494,0.118868,0.028799,
1654717649.956,0.023832,0.162566,0.064065,
1654717649.960,0.035867,0.074230,0.012700,
1654717649.964,0.121905,-0.026501,-0.005285,
1654717649.968,0.095839,-0.095717,0.022776,
1654717649.972,-0.002926,-0.085355,-0.045523,
1654717649.976,-0.056744,-0.022440,-0.050592,
1654717649.980,-0.082559,0.008467,0.093309,
1654717649.984,-0.076872,0.058216,0.118012,
1654717649.988,-0.037645,0.093032,0.066896,
1654717649.992,-0.010873,0.092442,0.012428,
1654717649.996,-0.013228,0.067110,-0.067527,
1654717650.000,-0.032796,-0.023022,-0.036125,
1654717650.004,-0.063103,0.095540,0.037939,
1654717650.008,-0.051131,0.077525,0.075965,
1654717650.012,-0.115496,0.068263,0.096713,
1654717650.016,0.068840,-0.045631,-0.031061,
1654717650.020,0.080473,-0.032781,-0.091175,
1654717650.024,0.051752,-0.029137,-0.085926,
1654717650.028,0.080442,-0.008741,-0.177232,
1654717650.032,0.087611,0.000635,-0.187491,
1654717650.036,0.047526,-0.058797,-0.082152,
1654717650.040,-0.032796,-0.023022,-0.036125,
1654717650.044,-0.063103,0.095540,0.037939,
1654717650.048,-0.051131,0.077525,0.075965,
1654717650.052,-0.115496,0.068263,0.096713,
1654717650.056,-0.110056,0.089129,0.047518,
1654717650.060,-0.050940,0.044814,-0.045660,
1654717650.064,0.016702,-0.045907,0.020632,
1654717650.068,0.114738,-0.138554,0.030539,
1654717650.072,0.119125,-0.135070,0.001877,
1654717650.076,0.079318,-0.148630,0.097919,
1654717650.080,-0.012023,-0.120775,0.205466,
1654717650.084,-0.095494,-0.099022,0.182841,
1654717650.088,-0.033046,-0.181729,0.026543,
1654717650.092,-0.003601,-0.097040,-0.016733,
1654717650.096,-0.080049,0.038560,0.014615,
1654717650.100,-0.076395,0.077223,0.013067,
1654717650.104,0.005384,0.069670,-0.039692,
1654717650.108,-0.000839,0.004479,-0.095493,
1654717650.112,-0.040454,-0.039916,-0.055914,
1654717650.116,-0.016023,-0.060640,-0.051791,
1654717650.120,-0.050856,-0.058170,-0.020019,
1654717650.124,-0.094241,-0.053696,0.016246,
1654717650.128,-0.033647,-0.034395,0.013688,
1654717650.132,-0.016478,0.000013,0.018456,
1654717650.136,-0.038128,0.004135,-0.023786,
1654717650.140,-0.036314,-0.024151,0.001886,
1654717650.144,-0.005971,-0.043261,0.099647,
1654717650.148,0.076042,0.042144,0.125551,
1654717650.152,0.152472,0.102098,0.085774,
1654717650.156,0.229705,0.111845,0.094553,
1654717650.160,0.193424,0.135531,0.033758,
1654717650.164,0.063913,0.082607,-0.061166,
1654717650.168,0.006947,0.047014,-0.042804,
1654717650.172,-0.020051,0.050230,-0.027958,
1654717650.176,-0.004506,0.028839,0.018017,
1654717650.180,-0.007796,0.024431,0.082068,
1654717650.184,-0.065077,0.069631,0.089886,
1654717650.188,-0.063518,0.092602,0.076782,
1654717650.192,-0.046094,0.064519,0.069389,
1654717650.196,-0.017307,0.079363,0.092804,
1654717650.200,0.036127,0.087238,0.057304,
1654717650.204,0.056391,0.057370,-0.045343,
1654717650.208,0.041971,0.026765,-0.082362,
1654717650.212,0.011045,0.042574,-0.035550,
1654717650.216,0.028505,0.090397,0.048616,
1654717650.220,0.000383,0.050025,0.085066,
1654717650.224,-0.044350,0.009538,0.035854,
1654717650.228,-0.022337,0.032370,-0.039794,
1654717650.232,-0.102889,0.033449,-0.051060,
1654717650.236,-0.131497,0.026521,0.032519,
1654717650.240,-0.049758,-0.008342,0.126243,
1654717650.244,0.003087,-0.039732,0.132239,
1654717650.248,0.068166,0.040041,0.040668,
1654717650.252,0.054764,0.116610,0.014624,
1654717650.256,-0.038118,0.124210,-0.007312,
1654717650.260,-0.050517,0.129340,-0.070228,
1654717650.264,0.060959,0.061550,-0.007977,
1654717650.268,0.097341,-0.068676,0.037633,
1654717650.272,0.013736,-0.144232,0.006352,
1654717650.276,0.018915,-0.120019,-0.070215,
1654717650.280,0.090985,-0.072740,-0.106818,
1654717650.284,0.147376,-0.067185,0.014745,
1654717650.288,0.133071,-0.041988,-0.000003,
1654717650.292,0.094277,0.013783,-0.116972,
1654717650.296,0.103948,0.007661,-0.056542,
1654717650.300,0.023470,-0.023508,-0.025455,
1654717650.304,-0.033293,0.063304,-0.076580,
1654717650.308,-0.003671,0.141571,-0.064073,
1654717650.312,-0.004614,0.080271,-0.094057,
1654717650.316,0.062944,0.001893,-0.114300,
1654717650.320,0.109128,-0.020935,-0.068838,
1654717650.324,0.074178,0.014880,-0.088622,
1654717650.328,0.024932,0.045735,-0.062513,
1654717650.332,-0.066004,0.013116,-0.032246,
1654717650.336,-0.098681,-0.060611,-0.065753,
1654717650.340,-0.050646,-0.145805,-0.063152,
1654717650.344,-0.027811,-0.158049,-0.096466,
1654717650.348,-0.038178,-0.100566,-0.164441,
1654717650.352,-0.031878,-0.066468,-0.210682,
1654717650.356,0.018143,-0.018646,-0.153833,
1654717650.360,0.084353,0.024672,-0.081556,
1654717650.364,0.077606,0.040498,-0.076019,
1654717650.368,0.024436,0.111601,-0.039557,
1654717650.372,0.007566,0.095553,-0.058412,
1654717650.376,0.005805,-0.022836,-0.084275,
1654717650.380,0.005868,-0.063305,-0.049761,
1654717650.384,0.015353,-0.044201,-0.044699,
1654717650.388,0.031349,0.049568,-0.072932,
1654717650.392,-0.041641,0.090510,-0.072413,
1654717650.396,-0.103527,-0.012521,-0.026284,
1654717650.400,0.033205,-0.037522,-0.044167,
1654717650.404,0.153285,-0.047312,-0.062123,
1654717650.408,0.153089,-0.084688,-0.057946,
1654717650.412,0.131908,0.014833,-0.075137,
1654717650.416,0.086590,0.074456,-0.038114,
1654717650.420,0.018603,0.051109,-0.016069,
1654717650.424,-0.067571,0.120992,0.003916,
1654717650.428,-0.120836,0.150868,-0.039214,
1654717650.432,-0.165796,0.035483,-0.102092,
1654717650.436,-0.183433,-0.054678,-0.026081,
1654717650.440,-0.142006,-0.033857,0.014229,
1654717650.444,-0.118439,0.051143,0.048207,
1654717650.448,-0.071047,0.128810,0.095604,
1654717650.452,-0.019762,0.061618,-0.017932,
1654717650.456,0.023011,-0.022314,-0.090221,
1654717650.460,0.049492,-0.043854,-0.037625,
1654717650.464,0.009525,-0.142421,-0.059821,
1654717650.468,0.002011,-0.154935,-0.100628,
1654717650.472,0.022165,-0.064313,-0.152358,
1654717650.476,0.011262,0.010940,-0.177837,
1654717650.480,-0.050646,0.050091,-0.058654,
1654717650.484,-0.060480,0.003513,-0.011025,
1654717650.488,0.055105,0.007850,0.009231,
1654717650.492,0.072295,0.045318,0.073225,
1654717650.496,-0.017992,-0.014811,0.001190,
1654717650.500,-0.059790,-0.119287,0.022817,
1654717650.504,-0.069031,-0.173084,0.130001,
1654717650.508,-0.022051,-0.083916,0.161515,
1654717650.512,0.033126,0.051498,0.199662,
